dramanisia as harunhilton would call it was exactly that - full of drama. graduated on thursday. chillday today. everyone's leaving  [B!],0
"Shit  I want to cancel a purchase on eBay.. of all the eBay sellers I could get, I got an aggressive one who threatens me.",0
my wee yellow tv is slowly dying ,0
just heard the news that my twin cousins &amp; family from Vegas are moving back in PI. But why? I feel sad and happy at the same time. :O ,0
is stupid sorry. ,0
It's raining ,0
drama drama drama. thats all this family seems to be... ugggh i can't seem to slepep. ,0
where'd you go ,0
is Workin this weekend  oh but what a night i had..,0
@prototypepro no net here dude   its like the town has been shut down,0
I just got mistaken for a boy by the postman ,0
"Core Data seems like a great piece of architecture... but with just the apple docs, it's too difficult... ",0
@charmedmommy247 Aw! I was so sad when I got back from my beer run and you were gone ,0
couldnt sleep 2 much on my mind ,0
Okay didn't go bowling in the end. At home now.  I wanna go out tonight!!!,0
"@CherylH77 I had some deep fried camembert with my sushi, re-heated it in microwave. ",0
Up on Saturday  http://myloc.me/4CuK,0
Fw 3.0 drains my battery like crazy. 30% down after only 2 hours of moderate use ,0
Why is it i only get colds in the summer?! Soo unfair ,0
in work.  left C behind with no babysitter ,0
is missing someone real badly ,0
Had to work. Vivo was friggin jammed packed!! Doesn't help tt the walking dist is so long! Hate being surrounded by strangers! ,0
@mrblacknyc your bf was not thrilled that they wouldnt let him in to see you ,0
MORNING. there is nothing good on tv  well there is FÃ…RET SHAUN (the sheep shaun!) haha aweosme....!(Y),0
"is very jealous that a lot of you are heading to Grand Cayman for engage!09, and she's heading to the Maui Film Festival instead!  ",0
"ugh, i can't sleep. i have been lying here for an hour and am awake as ever ",0
i am doing my homework ,0
I am seriously getting sick of this.. It was like 2 days ago when I deleted all my messages on my phone right? Well I had to do it again! ,0
At speccies ,0
is pissed off and feels shit....not in the mood at alllll ,0
other than that I have loads of shopping to do and none of it's for me ,0
@edwardclarke EXACTLY! How depressing ,0
still tiered and cant get back to sleep  think im getting the cold ,0
suffering a serious headache and trying to type up exam this is not good ,0
@taylorswift13 another wembley date PLEASE? i can't get tickets ,0
Had cheese on toast for breakfast for the first time in ages! Consequently feeling rather ill. ,0
Missing my baby and wishing I would've had the time to talk to him earlier...now he's mad at me  Goddamit!! ((,0
@MagpieSparkles haha! i've been into town and back by 10.30 this morning! silly hayfever ,0
Y do they keep doing this to us? Now our flight to Aruba is delayed 2 hrs ,0
@gillespol twibble does not work over pure http. My service provider charges high for a full internet connection. ,0
Disappointed the white shit I sprayed in my hair doesn't glow under the black lights  White party is a slow starter...,0
@capotribu  &quot;avoiding transformation&quot;... This is  so true ,0
is tired with her Accounting subjects ,0
@mayerelle still you are doing a really good job wih paintshop... i'm not creative at all ,0
@pradt i do it for 2 times  still brick!,0
"My memory is failing me so badly  Dam u mind, u suck...",0
wonders is dinner is still on tonight. ,0
http://twitpic.com/7w13k - Doggy scratched me.  And I actually look like death.,0
@salmagrat   Cork  No PPP!!,0
@JunkFoodTees I CANNOT believe you guys ship only to the USA   you fail so hard! I love the blue Springsteen Tee &amp; I'm from Holland! ,0
@sevsarkissian OMG! r u serious? what if my package is lost or something  now i'm worried. I ordered it on sunday ,0
@bookworm_14  sigh... Oh well.,0
extremely tired and feel sick ,0
@handcircus it's the morning of June 20th and it's not some ridiculous hour here and the new Rolando 2 video isn't up! ,0
I want a drum machine. ,0
"Here's a sign that I'm getting old ... I went to bed 3 hours ago and now because it's raining, I can't sleep ",0
8pm and we're NOT getting dinner tonight  BLOODY PARENTS! &quot;we're not cooking!&quot; -glares- HAHAHA,0
has moved out of halls ,0
"@furious__rose What are you doing today?  Uber cleaning?  I'm depressed, its cloudy and I have no interesting plans ",0
@Kainz_UK The 3gs on 18month contract! My n95 slider is mucked up after i dropped it last week ,0
http://thisiswhyyourefat.com/ - who the hell posted musubi! i like blast. now i want to eat one. its the 1 thing 711's here are missing ,0
Cant sleep major back pain !!  hurts bad !!,0
We just watched a show bout spiders and Iook up and a fuckin spider is on my wall....I'm terrified of spiders ,0
"@jjayarzadon It's okay, you're going to Mexiland ",0
Needs a rapidshare account ,0
I wanna learn Japanese so much ,0
"@sid88 i just had lunch there. sadly, i was late and food got cold ",0
@sanasaleem should have turned me into muffin ,0
working over time ,0
